ETF,Financial Status,Market Category,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
N,N,Q,N,100,Stagwell Inc. - Class A Common Stock,STGW,N
N,N,G,N,100,"Neuronetics, Inc. - Common Stock",STIM,N
N,N,G,N,100,"Semantix, Inc. - Ordinary Shares",STIX,N
N,N,G,N,100,"Semantix, Inc. - Warrant",STIXW,N
N,N,S,N,100,Steakholder Foods Ltd. - American Depositary Shares,STKH,N
N,N,Q,N,100,"SunOpta, Inc. - Common Stock",STKL,N
N,N,S,N,100,"The ONE Group Hospitality, Inc. - Common Stock",STKS,N
N,N,Q,N,100,"Steel Dynamics, Inc. - Common Stock",STLD,N
N,N,Q,N,100,StoneCo Ltd. - Class A Common Share,STNE,N
N,N,Q,N,100,"Stoke Therapeutics, Inc. - Common Stock",STOK,N
N,N,Q,N,100,"Strategic Education, Inc. - Common Stock",STRA,N
N,N,G,N,100,Sarcos Technology and Robotics Corporation - Common stock,STRC,N
N,N,G,N,100,Sarcos Technology and Robotics Corporation - Warrant,STRCW,N
N,N,Q,N,100,"Sterling Infrastructure, Inc. - Common Stock",STRL,N
N,N,S,N,100,"Streamline Health Solutions, Inc. - Common Stock",STRM,N
N,N,G,N,100,"Sutro Biopharma, Inc. - Common Stock",STRO,N
N,N,G,N,100,"Star Equity Holdings, Inc. - Common Stock",STRR,N
N,N,G,N,100,"Star Equity Holdings, Inc. - Series A Cumulative Perpetual Preferred Stock",STRRP,N
N,N,Q,N,100,Stratus Properties Inc. - Common Stock,STRS,N
N,N,G,N,100,STRATTEC SECURITY CORPORATION - Common Stock,STRT,N
N,N,G,N,100,"Satsuma Pharmaceuticals, Inc. - Common stock",STSA,N
N,N,S,N,100,Sharps Technology Inc. - Common Stock,STSS,N
N,N,S,N,100,Sharps Technology Inc. - Warrant,STSSW,N
N,N,Q,N,100,"Shattuck Labs, Inc. - Common Stock",STTK,N
N,N,Q,N,100,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),STX,N
Y,N,G,N,100,Strive 1000 Dividend Growth ETF,STXD,N
Y,N,G,N,100,Strive 1000 Growth ETF,STXG,N
Y,N,G,N,100,Strive 2000 ETF,STXK,N
Y,N,G,N,100,Strive 1000 Value ETF,STXV,N
N,N,Q,N,100,"Sumo Logic, Inc. - Common Stock",SUMO,N
N,N,S,N,100,"Sunworks, Inc. - Common Stock",SUNW,N
N,N,G,N,100,"Supernus Pharmaceuticals, Inc. - Common Stock",SUPN,N
N,D,G,N,100,"Surface Oncology, Inc. - Common Stock",SURF,N
N,D,S,N,100,"SurgePays, Inc. - Common Stock",SURG,N
N,D,S,N,100,"SurgePays, Inc. - Warrant",SURGW,N
Y,N,G,N,100,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,SUSB,N
Y,N,G,N,100,iShares ESG Aware USD Corporate Bond ETF,SUSC,N
Y,N,G,N,100,iShares ESG MSCI USA Leaders ETF,SUSL,N
N,N,Q,N,100,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",SVA,N
N,N,Q,N,100,Service Properties Trust - Shares of Beneficial Interest,SVC,N
N,N,S,N,100,SVF Investment Corp. - Class A Ordinary Shares,SVFA,N
N,N,S,N,100,SVF Investment Corp. - Unit,SVFAU,N
N,N,S,N,100,SVF Investment Corp. - Warrant,SVFAW,N
N,N,S,N,100,SVF Investment Corp. 2 - Class A Ordinary Shares,SVFB,N
N,N,S,N,100,"Save Foods, Inc. - Common Stock",SVFD,N
N,N,G,N,100,Spring Valley Acquisition Corp. II - Class A Ordinary Shares,SVII,N
N,N,G,N,100,Spring Valley Acquisition Corp. II - Rights,SVIIR,N
N,N,G,N,100,Spring Valley Acquisition Corp. II - Units,SVIIU,N
N,N,G,N,100,Spring Valley Acquisition Corp. II - Warrant,SVIIW,N
N,N,G,N,100,7 Acquisition Corporation - Class A Ordinary Shares,SVNA,N
N,N,G,N,100,7 Acquisition Corporation - Unit,SVNAU,N
N,N,G,N,100,7 Acquisition Corporation - Warrant,SVNAW,N
N,N,Q,N,100,"Savara, Inc. - Common Stock",SVRA,N
N,N,S,N,100,SaverOne 2014 Ltd. - American Depositary Shares,SVRE,N
N,N,S,N,100,SaverOne 2014 Ltd. - Warrant,SVREW,N
N,N,Q,N,100,"Firsthand Technology Value Fund, Inc. - Common Stock",SVVC,N
N,N,S,N,100,"Stran & Company, Inc. - Common Stock",SWAG,N
N,N,S,N,100,"Stran & Company, Inc. - Warrant",SWAGW,N
N,N,Q,N,100,"ShockWave Medical, Inc. - Common Stock",SWAV,N
N,N,Q,N,100,"Smith & Wesson Brands, Inc. - Common Stock",SWBI,N
Y,N,G,N,100,AXS Short China Internet ETF,SWEB,N
N,N,Q,N,100,"Latham Group, Inc. - Common Stock",SWIM,N
N,N,S,N,100,SWK Holdings Corporation - Common Stock,SWKH,N
N,N,Q,N,100,"Skyworks Solutions, Inc. - Common Stock",SWKS,N
N,N,S,N,100,Springwater Special Situations Corp. - Common stock,SWSS,N
N,N,S,N,100,Springwater Special Situations Corp. - Unit,SWSSU,N
N,N,S,N,100,Springwater Special Situations Corp. - Warrant,SWSSW,N
N,N,Q,N,100,"SpringWorks Therapeutics, Inc. - common stock",SWTX,N
N,D,G,N,100,Swvl Holdings Corp - Class A Common Shares,SWVL,N
N,N,G,N,100,Swvl Holdings Corp - Warrant,SWVLW,N
N,D,S,N,100,"China SXT Pharmaceuticals, Inc. - Common Stock",SXTC,N
N,N,G,N,100,So-Young International Inc. - American Depository Shares,SY,N
N,N,Q,N,100,"Stock Yards Bancorp, Inc. - Common Stock",SYBT,N
N,D,G,N,100,"Synlogic, Inc. - Common Stock",SYBX,N
N,N,G,N,100,Symbotic Inc. - Class A Common Stock,SYM,N
N,N,Q,N,100,Synaptics Incorporated - Common Stock,SYNA,N
N,N,Q,N,100,"Syneos Health, Inc. - Class A Common Stock",SYNH,N
N,N,G,N,100,"Sypris Solutions, Inc. - Common Stock",SYPR,N
N,N,Q,N,100,"Syros Pharmaceuticals, Inc. - Common Stock",SYRS,N
N,D,S,N,100,"Siyata Mobile, Inc. - Common Shares",SYTA,N
N,N,S,N,100,"Siyata Mobile, Inc. - Warrant",SYTAW,N
N,N,G,N,100,Sizzle Acquisition Corp. - Common stock,SZZL,N
N,N,G,N,100,Sizzle Acquisition Corp. - Unit,SZZLU,N
N,N,G,N,100,Sizzle Acquisition Corp. - Warrant,SZZLW,N
N,N,Q,N,100,TravelCenters of America Inc.  - Common Stock,TA,N
N,N,G,N,100,TransAct Technologies Incorporated - Common Stock,TACT,N
N,N,S,N,100,Taitron Components Incorporated - Class A Common Stock,TAIT,N
N,D,Q,N,100,"Talkspace, Inc. - Common Stock",TALK,N
N,N,Q,N,100,"Talkspace, Inc. - Warrant",TALKW,N
N,N,G,N,100,"Talaris Therapeutics, Inc. - Common Stock",TALS,N
N,N,S,N,100,Tantech Holdings Ltd. - Common Shares,TANH,N
N,N,Q,N,100,TravelCenters of America Inc.  - 8.25% Senior Notes due 2028,TANNI,N
N,N,Q,N,100,TravelCenters of America Inc.  - 8.00% Senior Notes due 2029,TANNL,N
N,N,Q,N,100,TravelCenters of America Inc.  - 8.00% Senior Notes due 2030,TANNZ,N
N,D,S,N,100,Taoping Inc. - Ordinary Shares,TAOP,N
N,N,G,N,100,"Protara Therapeutics, Inc.  - Common Stock",TARA,N
Y,N,G,N,100,AXS 2X Innovation ETF,TARK,N
N,N,Q,N,100,"Tarsus Pharmaceuticals, Inc. - Common Stock",TARS,N
N,N,Q,N,100,"TaskUs, Inc. - Class A Common Stock",TASK,N
N,N,Q,N,100,"Carrols Restaurant Group, Inc. - Common Stock",TAST,N
N,N,G,N,100,TAT Technologies Ltd. - Ordinary Shares,TATT,N
N,N,S,N,100,"Taylor Devices, Inc. - Common Stock",TAYD,N
N,N,Q,N,100,"The Bancorp, Inc. - Common Stock",TBBK,N
N,N,S,N,100,Thunder Bridge Capital Partners III Inc. - Class A Common Stock,TBCP,N
N,N,S,N,100,Thunder Bridge Capital Partners III Inc. - Units,TBCPU,N
N,N,S,N,100,Thunder Bridge Capital Partners III Inc. - Warrant,TBCPW,N
Y,N,G,N,100,US Treasury 3 Month Bill ETF,TBIL,N
N,N,Q,N,100,"Telesis Bio, Inc. - Common Stock",TBIO,N
N,N,Q,N,100,Taboola.com Ltd. - Ordinary Shares,TBLA,N
N,N,Q,N,100,Taboola.com Ltd. - Warrant,TBLAW,N
N,N,Q,N,100,Thornburg Income Builder Opportunities Trust - Common Stock,TBLD,N
N,N,S,N,100,"ToughBuilt Industries, Inc. - Common Stock",TBLT,N
N,N,S,N,100,"ToughBuilt Industries, Inc. - Warrant",TBLTW,N
N,N,Q,N,100,Territorial Bancorp Inc. - Common Stock,TBNK,N
N,N,G,N,100,"Theravance Biopharma, Inc. - Ordinary Shares",TBPH,N
N,N,S,N,100,TB SA Acquisition Corp - Class A ordinary share,TBSA,N
N,N,S,N,100,TB SA Acquisition Corp - Unit,TBSAU,N
N,N,S,N,100,TB SA Acquisition Corp - Warrant,TBSAW,N
N,N,S,N,100,TuanChe Limited - American Depositary Shares,TC,N
N,N,S,N,100,"TC Bancshares, Inc. - Common Stock",TCBC,N
N,N,Q,N,100,"Texas Capital Bancshares, Inc. - Common Stock",TCBI,N
N,N,Q,N,100,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",TCBIO,N
N,N,Q,N,100,TriCo Bancshares - Common Stock,TCBK,N
N,D,S,N,100,TC BioPharm (Holdings) plc - American Depositary Shares,TCBP,N
N,D,S,N,100,TC BioPharm (Holdings) plc - Warrants,TCBPW,N
N,N,S,N,100,"Texas Community Bancshares, Inc. - Common Stock",TCBS,N
N,N,Q,N,100,"Third Coast Bancshares, Inc. - Common Stock",TCBX,N
N,D,Q,N,100,"Tricida, Inc. - Common Stock",TCDA,N
N,N,S,N,100,The Community Financial Corporation - Common Stock,TCFC,N
Y,N,G,N,100,iShares MSCI China Multisector Tech ETF,TCHI,N
N,N,G,N,100,"Tactile Systems Technology, Inc. - Common Stock",TCMD,N
N,N,Q,N,100,Trip.com Group Limited - American Depositary Shares,TCOM,N
N,D,S,N,100,"TRACON Pharmaceuticals, Inc. - Common Stock",TCON,N
N,N,Q,N,100,BlackRock TCP Capital Corp. - Common Stock,TCPC,N
N,N,Q,N,100,TCR2 Therapeutics Inc. - Common Stock,TCRR,N
N,D,Q,N,100,"Alaunos Therapeutics, Inc. - Common Stock",TCRT,N
N,N,G,N,100,"TScan Therapeutics, Inc. - Common Stock",TCRX,N
N,N,S,N,100,TCV Acquisition Corp. - Class A Ordinary Shares,TCVA,N
N,N,S,N,100,Tucows Inc. - Common Stock,TCX,N
Y,N,G,N,100,First Trust NASDAQ Technology Dividend Index Fund,TDIV,N
Y,N,G,N,100,Cabana Target Drawdown 5 ETF,TDSA,N
Y,N,G,N,100,Cabana Target Drawdown 7 ETF,TDSB,N
Y,N,G,N,100,Cabana Target Drawdown 10 ETF,TDSC,N
Y,N,G,N,100,Cabana Target Drawdown 13 ETF,TDSD,N
Y,N,G,N,100,Cabana Target Drawdown 16 ETF,TDSE,N
N,N,Q,N,100,ThredUp Inc. - Class A Common Stock,TDUP,N
N,N,Q,N,100,Atlassian Corporation  - Class A Common Stock,TEAM,N
N,N,Q,N,100,Bio-Techne Corp - Common Stock,TECH,N
N,N,S,N,100,"Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock",TECTP,N
N,N,Q,N,100,"Tarena International, Inc. - American Depositary Shares",TEDU,N
N,N,G,N,100,"TELA Bio, Inc. - Common stock",TELA,N
N,N,Q,N,100,"Tenable Holdings, Inc. - Common Stock",TENB,N
N,N,G,N,100,TenX Keane Acquisition - Ordinary Share,TENK,N
N,N,G,N,100,TenX Keane Acquisition - Right,TENKR,N
N,N,G,N,100,TenX Keane Acquisition - Unit,TENKU,N
N,D,S,N,100,"Tenax Therapeutics, Inc. - Common Stock",TENX,N
N,N,Q,N,100,"Teradyne, Inc. - Common Stock",TER,N
N,N,Q,N,100,"Terns Pharmaceuticals, Inc. - Common Stock",TERN,N
N,N,Q,N,100,TESSCO Technologies Incorporated - Common Stock,TESS,N
N,N,S,N,100,Tech and Energy Transition Corporation - Class A Common Stock,TETC,N
N,N,S,N,100,Tech and Energy Transition Corporation - Unit,TETCU,N
N,N,S,N,100,Tech and Energy Transition Corporation - Warrant,TETCW,N
N,N,G,N,100,Technology & Telecommunication Acquisition Corporation - Class A Ordinary Shares,TETE,N
N,N,G,N,100,Technology & Telecommunication Acquisition Corporation - Unit,TETEU,N
N,N,G,N,100,Technology & Telecommunication Acquisition Corporation - Warrant,TETEW,N
N,N,G,N,100,"TFF Pharmaceuticals, Inc. - Common Stock",TFFP,N
N,N,Q,N,100,"Triumph Financial, Inc. - Common Stock",TFIN,N
N,N,Q,N,100,"Triumph Financial, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock",TFINP,N
N,N,Q,N,100,TFS Financial Corporation - Common Stock,TFSL,N
N,N,G,N,100,Target Global Acquisition I Corp. - Class A Ordinary Share,TGAA,N
N,N,G,N,100,Target Global Acquisition I Corp. - Unit,TGAAU,N
N,N,G,N,100,Target Global Acquisition I Corp. - Warrant,TGAAW,N
N,N,S,N,100,"Transphorm, Inc. - Common Stock",TGAN,N
N,N,S,N,100,Treasure Global Inc. - Common Stock,TGL,N
N,N,S,N,100,"TG Therapeutics, Inc. - Common Stock",TGTX,N
N,N,G,N,100,TG Venture Acquisition Corp. - Class A Common Stock,TGVC,N
N,N,G,N,100,TG Venture Acquisition Corp. - Units,TGVCU,N
N,N,G,N,100,TG Venture Acquisition Corp. - Warrants,TGVCW,N
N,N,S,N,100,Target Hospitality Corp. - Common Stock,TH,N
N,N,G,N,100,Thrive Acquisition Corporation - Class A ordinary shares,THAC,N
N,N,G,N,100,Thrive Acquisition Corporation - Unit,THACU,N
N,N,G,N,100,Thrive Acquisition Corporation - Warrant,THACW,N
N,N,S,N,100,TH International Limited - Ordinary shares,THCH,N
N,N,S,N,100,TH International Limited - Warrant,THCHW,N
N,N,G,N,100,"Thunder Bridge Capital Partners IV, Inc. - Class A Common Stock",THCP,N
N,N,G,N,100,"Thunder Bridge Capital Partners IV, Inc. - Unit",THCPU,N
N,N,G,N,100,"Thunder Bridge Capital Partners IV, Inc. - Warrant",THCPW,N
N,N,Q,N,100,First Financial Corporation Indiana - Common Stock,THFF,N
N,N,S,N,100,"ThermoGenesis Holdings, Inc. - Common Stock",THMO,N
N,N,G,N,100,"Third Harmonic Bio, Inc. - Common Stock",THRD,N
N,N,Q,N,100,Gentherm Inc - Common Stock,THRM,N
N,N,Q,N,100,"Thorne Healthtech, Inc. - Common Stock",THRN,N
N,N,Q,N,100,"Theseus Pharmaceuticals, Inc. - Common Stock",THRX,N
N,N,S,N,100,"Thryv Holdings, Inc. - Common Stock",THRY,N
N,N,S,N,100,Theratechnologies Inc. - Common Shares,THTX,N
N,N,S,N,100,Target Hospitality Corp. - Warrant expiring 3/15/2024,THWWW,N
N,N,Q,N,100,"Trean Insurance Group, Inc. - Common Stock",TIG,N
N,N,Q,N,100,Millicom International Cellular S.A. - Common Stock,TIGO,N
N,N,Q,N,100,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,TIGR,N
N,N,Q,N,100,"Instil Bio, Inc. - Common Stock",TIL,N
N,N,Q,N,100,"Interface, Inc. - Common Stock",TILE,N
N,N,S,N,100,Tio Tech A - Class A Ordinary Share,TIOA,N
N,N,S,N,100,Tio Tech A - Units,TIOAU,N
N,N,S,N,100,Tio Tech A - Warrants,TIOAW,N
N,N,S,N,100,Tiptree Inc. - Common Stock,TIPT,N
N,N,S,N,100,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares,TIRX,N
N,N,Q,N,100,Titan Machinery Inc. - Common Stock,TITN,N
N,N,S,N,100,"Tivic Health Systems, Inc. - Common stock",TIVC,N
N,N,S,N,100,"Yoshitsu Co., Ltd - American Depositary Shares",TKLF,N
N,N,G,N,100,"Alpha Teknova, Inc. - Common Stock",TKNO,N
N,N,S,N,100,"Tandy Leather Factory, Inc. - common stock",TLF,N
N,N,G,N,100,TLGY Acquisition Corporation - Class A Ordinary Share,TLGY,N
N,N,G,N,100,TLGY Acquisition Corporation - Unit,TLGYU,N
N,N,G,N,100,TLGY Acquisition Corporation - Warrant,TLGYW,N
N,D,G,N,100,Talis Biomedical Corporation - common stock,TLIS,N
N,N,Q,N,100,"Tilray Brands, Inc. - Class 2 Common Stock",TLRY,N
N,N,G,N,100,Telos Corporation - Common Stock,TLS,N
N,D,S,N,100,Tiziana Life Sciences Ltd - Common Shares,TLSA,N
Y,N,G,N,100,iShares 20+ Year Treasury Bond ETF,TLT,N
N,D,Q,N,100,TMC the metals company Inc. - Common Stock,TMC,N
N,N,Q,N,100,"Treace Medical Concepts, Inc. - Common Stock",TMCI,N
N,N,Q,N,100,TMC the metals company Inc. - Warrant,TMCWW,N
N,D,S,N,100,Titan Medical Inc. - Ordinary Shares,TMDI,N
N,N,G,N,100,"TransMedics Group, Inc. - Common Stock",TMDX,N
N,N,S,N,100,Tastemaker Acquisition Corp. - Class A common stock,TMKR,N
N,N,S,N,100,Tastemaker Acquisition Corp. - Unit,TMKRU,N
N,N,S,N,100,Tastemaker Acquisition Corp. - Warrant to purchase Class A common stock,TMKRW,N
N,N,G,N,100,"Tempo Automation Holdings, Inc. - Common Stock",TMPO,N
N,N,G,N,100,"Tempo Automation Holdings, Inc. - Warrant",TMPOW,N
N,N,Q,N,100,"T-Mobile US, Inc. - Common Stock",TMUS,N
N,N,G,N,100,"Tandem Diabetes Care, Inc. - Common Stock",TNDM,N
N,N,G,N,100,"Tango Therapeutics, Inc. - Common Stock",TNGX,N
N,N,S,N,100,"Tenon Medical, Inc. - Common Stock",TNON,N
N,D,S,N,100,Tonix Pharmaceuticals Holding Corp. - Common Stock,TNXP,N
N,N,Q,N,100,"Tenaya Therapeutics, Inc. - Common Stock",TNYA,N
N,N,G,N,100,Talon 1 Acquisition Corp. - Class A Ordinary Shares,TOAC,N
N,N,G,N,100,Talon 1 Acquisition Corp. - Unit,TOACU,N
N,N,G,N,100,Talon 1 Acquisition Corp. - Warrant,TOACW,N
N,N,S,N,100,"The Oncology Institute, Inc. - Common Stock",TOI,N
N,N,S,N,100,"The Oncology Institute, Inc. - Warrant",TOIIW,N
N,D,S,N,100,"TOMI Environmental Solutions, Inc. - Common Stock",TOMZ,N
N,N,S,N,100,TOP Financial Group Limited - Ordinary Shares,TOP,N
N,N,S,N,100,TOP Ships Inc. - Common Stock,TOPS,N
N,N,G,N,100,Tuniu Corporation - American Depositary Shares,TOUR,N
N,N,Q,N,100,Towne Bank - Common Stock,TOWN,N
N,N,S,N,100,TPB Acquisition Corporation I - Class A Ordinary Share,TPBA,N
N,N,S,N,100,TPB Acquisition Corporation I - Unit,TPBAU,N
N,N,S,N,100,TPB Acquisition Corporation I - Warrant,TPBAW,N
N,N,Q,N,100,TPG Inc. - Class A Common Stock,TPG,N
N,N,G,N,100,"TPI Composites, Inc. - Common Stock",TPIC,N
N,N,S,N,100,"Tempest Therapeutics, Inc. - Common Stock",TPST,N
Y,N,G,N,100,ProShares UltraPro QQQ,TQQQ,N
N,N,G,N,100,"Entrada Therapeutics, Inc. - Common Stock",TRDA,N
N,N,Q,N,100,"LendingTree, Inc. - Common Stock",TREE,N
N,N,G,N,100,"Tabula Rasa HealthCare, Inc. - Common Stock",TRHC,N
N,N,Q,N,100,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares,TRIB,N
N,N,Q,N,100,Trinity Capital Inc. - Common Stock,TRIN,N
N,N,G,N,100,Trinity Capital Inc. - 7.00% Notes Due 2025,TRINL,N
N,N,Q,N,100,"TripAdvisor, Inc. - Common Stock",TRIP,N
N,D,S,N,100,"Troika Media Group, Inc. - Common Stock",TRKA,N
N,N,S,N,100,"Troika Media Group, Inc. - Warrant",TRKAW,N
N,N,Q,N,100,Trimble Inc. - Common Stock,TRMB,N
N,N,Q,N,100,TORM plc - Class A Common Stock,TRMD,N
N,N,Q,N,100,Trustmark Corporation - Common Stock,TRMK,N
N,N,G,N,100,Tremor International Ltd. - American Depository Shares,TRMR,N
N,N,G,N,100,"Transcat, Inc. - Common Stock",TRNS,N
N,N,S,N,100,Corner Growth Acquisition Corp. 2 - Class A Ordinary Share,TRON,N
N,N,S,N,100,Corner Growth Acquisition Corp. 2 - Units,TRONU,N
N,N,S,N,100,Corner Growth Acquisition Corp. 2 - Warrants,TRONW,N
N,N,S,N,100,"TROOPS, Inc.  - Ordinary Shares",TROO,N
N,N,Q,N,100,"T. Rowe Price Group, Inc. - Common Stock",TROW,N
N,N,Q,N,100,TriMas Corporation - Common Stock,TRS,N
N,N,Q,N,100,TrustCo Bank Corp NY - Common Stock,TRST,N
N,N,Q,N,100,"TrueCar, Inc. - Common Stock",TRUE,N
N,N,G,N,100,"Trupanion, Inc. - Common Stock",TRUP,N
N,N,Q,N,100,trivago N.V. - American Depositary Shares,TRVG,N
N,N,G,N,100,"Trevi Therapeutics, Inc. - Common Stock",TRVI,N
N,N,S,N,100,"Trevena, Inc. - Common Stock",TRVN,N
N,N,Q,N,100,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,TSAT,N
N,N,G,N,100,"Timberland Bancorp, Inc. - Common Stock",TSBK,N
N,N,Q,N,100,Tractor Supply Company - Common Stock,TSCO,N
N,N,Q,N,100,Tower Semiconductor Ltd. - Ordinary Shares,TSEM,N
N,N,Q,N,100,"Taysha Gene Therapies, Inc. - Common Stock",TSHA,N
Y,N,G,N,100,GraniteShares 1.25x Long Tesla Daily ETF,TSL,N
N,N,Q,N,100,"Tesla, Inc.  - Common Stock",TSLA,N
Y,N,G,N,100,GraniteShares 1x Short TSLA Daily ETF,TSLI,N
Y,N,G,N,100,Direxion Daily TSLA Bull 1.5X Shares,TSLL,N
Y,N,G,N,100,AXS TSLA Bear Daily ETF,TSLQ,N
Y,N,G,N,100,Direxion Daily TSLA Bear 1X Shares,TSLS,N
N,E,Q,N,100,TuSimple Holdings Inc. - Class A Common Stock,TSP,N
N,N,S,N,100,"TSR, Inc. - Common Stock",TSRI,N
N,N,Q,N,100,"2seventy bio, Inc. - Common Stock",TSVT,N
N,N,S,N,100,"Tattooed Chef, Inc. - Class A Common Stock",TTCF,N
N,N,G,N,100,"The Trade Desk, Inc. - Class A Common Stock",TTD,N
N,N,Q,N,100,"TTEC Holdings, Inc. - Common Stock",TTEC,N
N,N,Q,N,100,"Tetra Tech, Inc. - Common Stock",TTEK,N
N,N,G,N,100,"TechTarget, Inc. - Common Stock",TTGT,N
N,N,Q,N,100,"TTM Technologies, Inc. - Common Stock",TTMI,N
N,D,S,N,100,"Titan Pharmaceuticals, Inc. - Common Stock",TTNP,N
N,D,S,N,100,"T2 Biosystems, Inc. - Common Stock",TTOO,N
N,N,S,N,100,"Tile Shop Holdings, Inc. - Common Stock",TTSH,N
N,N,Q,N,100,"Take-Two Interactive Software, Inc. - Common Stock",TTWO,N
Y,N,G,N,100,STF Tactical Growth ETF,TUG,N
Y,N,G,N,100,STF Tactical Growth & Income ETF,TUGN,N
Y,N,G,N,100,iShares MSCI Turkey ETF,TUR,N
N,N,G,N,100,180 Degree Capital Corp. - Common Stock,TURN,N
N,N,Q,N,100,"Mammoth Energy Services, Inc. - Common Stock",TUSK,N
N,N,G,N,100,"Travere Therapeutics, Inc. - Common Stock",TVTX,N
N,N,Q,N,100,Tradeweb Markets Inc. - Class A Common Stock,TW,N
N,N,S,N,100,Bilander Acquisition Corp. - Class A Common Stock,TWCB,N
N,N,S,N,100,Bilander Acquisition Corp. - Unit,TWCBU,N
N,N,S,N,100,Bilander Acquisition Corp. - Warrant,TWCBW,N
Y,N,G,N,100,SoFi Web 3 ETF,TWEB,N
N,N,Q,N,100,"Twin Disc, Incorporated - Common Stock",TWIN,N
N,N,Q,N,100,"Thoughtworks Holding, Inc. - Common Stock",TWKS,N
N,N,S,N,100,Twelve Seas Investment Company II - Class A Common Stock,TWLV,N
N,N,S,N,100,Twelve Seas Investment Company II - Unit,TWLVU,N
N,N,S,N,100,Twelve Seas Investment Company II - Warrant,TWLVW,N
N,N,S,N,100,"Hostess Brands, Inc. - Class A Common Stock",TWNK,N
N,N,Q,N,100,"2U, Inc. - Common Stock",TWOU,N
N,N,Q,N,100,Twist Bioscience Corporation - Common Stock,TWST,N
N,N,Q,N,100,"10x Genomics, Inc. - Common Stock",TXG,N
N,D,Q,N,100,"TherapeuticsMD, Inc. - Common Stock",TXMD,N
N,N,Q,N,100,Texas Instruments Incorporated - Common Stock,TXN,N
N,N,Q,N,100,"Texas Roadhouse, Inc. - Common Stock",TXRH,N
N,D,S,N,100,"Cryptyde, Inc. - Common Stock",TYDE,N
N,N,Q,N,100,"Tyra Biosciences, Inc. - Common Stock",TYRA,N
N,N,Q,N,100,Travelzoo - Common Stock,TZOO,N
N,N,S,N,100,TZP Strategies Acquisition Corp. - Class A Ordinary Share,TZPS,N
N,N,S,N,100,TZP Strategies Acquisition Corp. - Unit,TZPSU,N
N,N,S,N,100,TZP Strategies Acquisition Corp. - Warrant,TZPSW,N
Y,N,G,N,100,iShares MSCI UAE ETF,UAE,N
N,N,Q,N,100,"United Airlines Holdings, Inc. - Common Stock",UAL,N
N,N,S,N,100,"United Bancorp, Inc. - Common Stock",UBCP,N
N,N,Q,N,100,United Security Bancshares - Common Stock,UBFO,N
Y,N,G,N,100,VictoryShares ESG Core Plus Bond ETF,UBND,N
N,N,Q,N,100,"United Bankshares, Inc. - Common Stock",UBSI,N
N,N,Q,N,100,"Unity Biotechnology, Inc. - Common Stock",UBX,N
N,N,Q,N,100,"United Community Banks, Inc. - Common Stock",UCBI,N
N,N,Q,N,100,"United Community Banks, Inc. - Depositary Shares each representing 1/1,000th interest in a share of Series I Non-Cumulative Preferred Stock",UCBIO,N
N,N,G,N,100,uCloudlink Group Inc. - American Depositary Shares,UCL,N
Y,N,G,N,100,VictoryShares ESG Corporate Bond ETF,UCRD,N
N,N,Q,N,100,"Ultra Clean Holdings, Inc. - Common Stock",UCTT,N
Y,N,G,N,100,ProShares Ultra Nasdaq Cybersecurity ETF,UCYB,N
N,N,Q,N,100,"Udemy, Inc. - Common Stock",UDMY,N
N,N,Q,N,100,Universal Electronics Inc. - Common Stock,UEIC,N
Y,N,G,N,100,VictoryShares Emerging Markets Value Momentum ETF,UEVM,N
N,N,Q,N,100,"United Fire Group, Inc - Common Stock",UFCS,N
Y,N,G,N,100,Procure Space ETF,UFO,N
N,N,Q,N,100,"UFP Industries, Inc. - Common Stock",UFPI,N
N,N,S,N,100,"UFP Technologies, Inc. - Common Stock",UFPT,N
N,N,G,N,100,"United-Guardian, Inc. - Common Stock",UG,N
N,N,S,N,100,"urban-gro, Inc. - Common Stock",UGRO,N
N,D,S,N,100,United Insurance Holdings Corp. - Common Stock,UIHC,N
Y,N,G,N,100,VictoryShares USAA Core Intermediate-Term Bond ETF,UITB,N
Y,N,G,N,100,VictoryShares International Value Momentum ETF,UIVM,N
N,N,S,N,100,Ucommune International Ltd  - Ordinary Shares,UK,N
N,N,S,N,100,Ucommune International Ltd  - Warrant expiring 11/17/2025,UKOMW,N
N,N,G,N,100,Ultralife Corporation - Common Stock,ULBI,N
N,N,Q,N,100,"Frontier Group Holdings, Inc. - Common Stock",ULCC,N
N,N,Q,N,100,"Universal Logistics Holdings, Inc. - Common Stock",ULH,N
N,N,Q,N,100,"Ulta Beauty, Inc. - Common Stock",ULTA,N
